Block,Col,Row,RILSet,Dormancy,Envt,Ident,Year,Date,CensusN,SeedlingN.circle,RosetteN.circle,Bolting.circle,Flowering.circle,Fruiting.circle,mat.dead.circle,SeedlingN.OC,RosetteN.OC,Bolting.OC,Flowering.OC,Fruiting.OC,mat.dead.OC,TOTAL
1,A,0,Italy x Sweden,Dormant,Litter,1-IS_D_F,1,3/2/20,1.27,0,0,0,0,0,0,NA,NA,0,0,6,0,6
1,A,0,Italy x Sweden,Dormant,Litter,1-IS_D_F,1,5/5/20,1.29,0,0,0,0,0,3,NA,0,0,0,0,8,11
1,A,0,Italy x Sweden,Dormant,Litter,1-IS_D_F,2,5/27/20,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,0,Italy x Sweden,Dormant,Litter,1-IS_D_F,2,6/4/20,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,0,Italy x Sweden,Dormant,Litter,1-IS_D_F,2,7/23/20,2.03,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,0,Italy x Sweden,Dormant,Litter,1-IS_D_F,2,8/7/20,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,0,Italy x Sweden,Dormant,Litter,1-IS_D_F,2,8/13/20,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,0,Italy x Sweden,Dormant,Litter,1-IS_D_F,2,8/18/20,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,0,Italy x Sweden,Dormant,Litter,1-IS_D_F,2,8/25/20,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,0,Italy x Sweden,Dormant,Litter,1-IS_D_F,2,9/4/20,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,0,Italy x Sweden,Dormant,Litter,1-IS_D_F,2,9/16/20,2.09,0,0,0,0,0,0,2,0,0,0,0,0,2
1,A,0,Italy x Sweden,Dormant,Litter,1-IS_D_F,2,10/2/20,2.1,18,0,0,0,0,0,10,0,0,0,0,0,28
1,A,0,Italy x Sweden,Dormant,Litter,1-IS_D_F,2,10/19/20,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,0,Italy x Sweden,Dormant,Litter,1-IS_D_F,2,10/30/20,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,0,Italy x Sweden,Dormant,Litter,1-IS_D_F,2,11/13/20,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,0,Italy x Sweden,Dormant,Litter,1-IS_D_F,2,12/2/20,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,0,Italy x Sweden,Dormant,Litter,1-IS_D_F,2,12/17/20,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,0,Italy x Sweden,Dormant,Litter,1-IS_D_F,2,1/15/21,2.16,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,0,Italy x Sweden,Dormant,Litter,1-IS_D_F,2,2/1/21,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,0,Italy x Sweden,Dormant,Litter,1-IS_D_F,2,2/25/21,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,0,Italy x Sweden,Dormant,Litter,1-IS_D_F,2,3/8/21,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,0,Italy x Sweden,Dormant,Litter,1-IS_D_F,2,3/25/21,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,0,Italy x Sweden,Dormant,Litter,1-IS_D_F,2,4/8/21,2.21,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,0,Italy x Sweden,Dormant,Litter,1-IS_D_F,3,8/17/21,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,0,Italy x Sweden,Dormant,Litter,1-IS_D_F,3,8/25/21,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,0,Italy x Sweden,Dormant,Litter,1-IS_D_F,3,9/2/21,3.16,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,0,Italy x Sweden,Dormant,Litter,1-IS_D_F,3,9/8/21,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,0,Italy x Sweden,Dormant,Litter,1-IS_D_F,3,9/15/21,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,0,Italy x Sweden,Dormant,Litter,1-IS_D_F,3,9/22/21,3.19,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,0,Italy x Sweden,Dormant,Litter,1-IS_D_F,3,9/27/21,3.2,0,0,0,0,0,0,37,0,0,0,0,0,37
1,A,0,Italy x Sweden,Dormant,Litter,1-IS_D_F,3,10/11/21,3.21,54,11,0,0,0,0,116,35,0,0,0,0,216
1,A,0,Italy x Sweden,Dormant,Litter,1-IS_D_F,3,11/8/21,3.22,26,47,0,0,0,0,6,72,0,0,0,0,151
1,A,0,Italy x Sweden,Dormant,Litter,1-IS_D_F,3,12/17/21,3.23,3,24,0,0,0,0,0,95,0,0,0,0,122
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,1,6/12/19,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,1,6/16/19,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,1,6/26/19,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,1,7/3/19,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,1,7/10/19,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,1,7/17/19,1.06,0,0,0,0,0,0,NA,0,0,0,0,0,0
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,1,7/24/19,1.07,0,0,0,0,0,0,NA,0,0,0,0,0,0
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,1,7/31/19,1.08,0,0,0,0,0,0,NA,0,0,0,0,0,0
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,1,8/7/19,1.09,0,0,0,0,0,0,NA,0,0,0,0,0,0
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,1,8/15/19,1.1,0,0,0,0,0,0,NA,0,0,0,0,0,0
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,1,8/20/19,1.11,0,0,0,0,0,0,NA,0,0,0,0,0,0
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,1,8/28/19,1.12,0,0,0,0,0,0,NA,0,0,0,0,0,0
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,1,9/4/19,1.13,0,0,0,0,0,0,NA,0,0,0,0,0,0
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,1,9/11/19,1.14,0,0,0,0,0,0,NA,0,0,0,0,0,0
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,1,9/18/19,1.15,0,0,0,0,0,0,NA,0,0,0,0,0,0
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,1,9/25/19,1.16,0,0,0,0,0,0,NA,0,0,0,0,0,0
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,1,10/2/19,1.17,0,0,0,0,0,0,NA,0,0,0,0,0,0
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,1,10/9/19,1.18,0,0,0,0,0,0,NA,0,0,0,0,0,0
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,1,10/18/19,1.19,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,1,10/23/19,1.2,21,0,0,0,0,0,NA,NA,NA,NA,NA,0,21
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,1,11/6/19,1.22,3,7,0,0,0,0,NA,NA,NA,NA,NA,0,10
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,1,11/20/19,1.23,0,3,0,0,0,0,NA,NA,NA,NA,NA,0,3
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,1,12/4/19,1.24,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,1,12/20/19,1.25,2,11,0,0,0,0,NA,3,0,0,0,0,16
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,1,2/10/20,1.26,0,2,0,1,0,0,NA,NA,0,4,0,0,7
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,1,3/2/20,1.27,0,0,0,0,1,0,NA,NA,0,0,5,0,6
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,1,5/5/20,1.29,0,0,0,0,0,1,NA,0,0,0,0,4,5
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,2,5/27/20,2.01,24,0,0,0,0,0,27,0,0,0,0,0,51
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,2,6/4/20,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,2,7/23/20,2.03,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,2,8/7/20,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,2,8/13/20,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,2,8/18/20,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,2,8/25/20,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,2,9/4/20,2.08,267,0,0,0,0,0,202,4,0,0,0,0,473
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,2,9/16/20,2.09,81,0,0,0,0,0,105,5,0,0,0,0,191
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,2,10/2/20,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,2,10/19/20,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,2,10/30/20,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,2,11/13/20,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,2,12/2/20,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,2,12/17/20,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,2,1/15/21,2.16,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,2,2/1/21,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,2,2/25/21,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,2,3/8/21,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,2,3/25/21,2.2,0,0,0,0,0,0,0,0,0,0,1,0,1
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,2,4/8/21,2.21,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,3,8/17/21,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,3,8/25/21,3.15,19,0,0,0,0,0,341,0,0,0,0,0,360
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,3,9/2/21,3.16,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,3,9/8/21,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,3,9/15/21,3.18,0,0,0,0,0,0,76,0,0,0,0,0,76
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,3,9/22/21,3.19,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,3,9/27/21,3.2,46,0,0,0,0,0,219,0,0,0,0,0,265
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,3,10/11/21,3.21,12,8,0,0,0,0,137,42,0,0,0,0,199
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,3,11/8/21,3.22,2,27,0,0,0,0,1,35,0,0,0,0,65
1,A,1,Germany x Tajikistan,Dormant,Control,1-BS_D_C,3,12/17/21,3.23,0,7,0,0,3,0,0,18,0,0,2,0,30
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,1,6/12/19,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,1,6/16/19,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,1,6/26/19,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,1,7/3/19,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,1,7/10/19,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,1,7/17/19,1.06,0,0,0,0,0,0,NA,0,0,0,0,0,0
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,1,7/24/19,1.07,0,0,0,0,0,0,NA,0,0,0,0,0,0
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,1,7/31/19,1.08,0,0,0,0,0,0,NA,0,0,0,0,0,0
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,1,8/7/19,1.09,0,0,0,0,0,0,NA,0,0,0,0,0,0
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,1,8/15/19,1.1,0,0,0,0,0,0,NA,0,0,0,0,0,0
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,1,8/20/19,1.11,0,0,0,0,0,0,NA,0,0,0,0,0,0
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,1,8/28/19,1.12,0,0,0,0,0,0,NA,0,0,0,0,0,0
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,1,9/4/19,1.13,0,0,0,0,0,0,NA,0,0,0,0,0,0
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,1,9/11/19,1.14,0,0,0,0,0,0,NA,0,0,0,0,0,0
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,1,9/18/19,1.15,0,0,0,0,0,0,NA,0,0,0,0,0,0
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,1,9/25/19,1.16,0,0,0,0,0,0,NA,0,0,0,0,0,0
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,1,10/2/19,1.17,0,0,0,0,0,0,NA,0,0,0,0,0,0
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,1,10/9/19,1.18,0,0,0,0,0,0,NA,0,0,0,0,0,0
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,1,10/18/19,1.19,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,1,10/23/19,1.2,11,0,0,0,0,0,NA,NA,NA,NA,NA,0,11
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,1,11/6/19,1.22,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,1,11/20/19,1.23,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,1,12/4/19,1.24,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,1,12/20/19,1.25,0,1,0,0,0,0,NA,0,0,0,0,0,1
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,1,2/10/20,1.26,0,0,0,0,0,0,NA,NA,0,0,0,0,0
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,1,3/2/20,1.27,0,0,0,0,0,0,NA,NA,0,0,0,0,0
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,1,5/5/20,1.29,0,0,0,0,0,0,NA,0,0,0,0,0,0
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,2,5/27/20,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,2,6/4/20,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,2,7/23/20,2.03,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,2,8/7/20,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,2,8/13/20,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,2,8/18/20,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,2,8/25/20,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,2,9/4/20,2.08,0,0,0,0,0,0,20,0,0,0,0,0,20
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,2,9/16/20,2.09,4,0,0,0,0,0,20,0,0,0,0,0,24
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,2,10/2/20,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,2,10/19/20,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,2,10/30/20,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,2,11/13/20,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,2,12/2/20,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,2,12/17/20,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,2,1/15/21,2.16,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,2,2/1/21,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,2,2/25/21,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,2,3/8/21,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,2,3/25/21,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,2,4/8/21,2.21,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,3,8/17/21,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,3,8/25/21,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,3,9/2/21,3.16,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,3,9/8/21,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,3,9/15/21,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,3,9/22/21,3.19,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,3,9/27/21,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,3,10/11/21,3.21,1,0,0,0,0,0,8,1,0,0,0,0,10
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,3,11/8/21,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,2,UK x USA,Dormant,Control,1-TC_D_C,3,12/17/21,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,3,Italy x Sweden,Non-Dormant,Litter,1-IS_ND_F,1,6/12/19,1.01,14,0,0,0,0,0,NA,NA,NA,NA,NA,NA,14
1,A,3,Italy x Sweden,Non-Dormant,Litter,1-IS_ND_F,1,6/16/19,1.02,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4
1,A,3,Italy x Sweden,Non-Dormant,Litter,1-IS_ND_F,1,6/26/19,1.03,0,0,0,0,0,0,NA,27,0,0,0,0,27
1,A,3,Italy x Sweden,Non-Dormant,Litter,1-IS_ND_F,1,7/3/19,1.04,0,0,0,0,0,0,NA,21,0,0,0,0,21
1,A,3,Italy x Sweden,Non-Dormant,Litter,1-IS_ND_F,1,7/10/19,1.05,NA,0,0,0,0,0,NA,21,0,0,0,0,21
1,A,3,Italy x Sweden,Non-Dormant,Litter,1-IS_ND_F,1,7/17/19,1.06,0,0,0,0,0,0,NA,21,0,2,0,0,23
1,A,3,Italy x Sweden,Non-Dormant,Litter,1-IS_ND_F,1,7/24/19,1.07,0,0,0,0,0,0,NA,14,9,0,0,0,23
1,A,3,Italy x Sweden,Non-Dormant,Litter,1-IS_ND_F,1,7/31/19,1.08,0,0,0,0,0,0,NA,7,1,1,8,0,17
1,A,3,Italy x Sweden,Non-Dormant,Litter,1-IS_ND_F,1,8/7/19,1.09,0,0,0,0,0,0,NA,6,3,3,10,0,22
1,A,3,Italy x Sweden,Non-Dormant,Litter,1-IS_ND_F,1,8/15/19,1.1,0,0,0,0,0,0,NA,1,1,0,10,0,12
1,A,3,Italy x Sweden,Non-Dormant,Litter,1-IS_ND_F,1,8/20/19,1.11,0,0,0,0,0,0,NA,1,1,0,2,7,11
1,A,3,Italy x Sweden,Non-Dormant,Litter,1-IS_ND_F,1,8/28/19,1.12,0,0,0,0,0,0,NA,0,0,0,0,7,7
1,A,3,Italy x Sweden,Non-Dormant,Litter,1-IS_ND_F,1,9/4/19,1.13,0,0,0,0,0,0,NA,0,0,0,0,0,0
1,A,3,Italy x Sweden,Non-Dormant,Litter,1-IS_ND_F,1,9/11/19,1.14,0,0,0,0,0,0,NA,0,0,0,0,0,0
1,A,3,Italy x Sweden,Non-Dormant,Litter,1-IS_ND_F,1,9/18/19,1.15,0,0,0,0,0,0,NA,0,0,0,0,0,0
1,A,3,Italy x Sweden,Non-Dormant,Litter,1-IS_ND_F,1,9/25/19,1.16,0,0,0,0,0,0,NA,0,0,0,0,0,0
